"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","count","cnt","type"
"1352",621,"2012-09-12","summer",1,9,0,"Wed",1,1,0.599167,0.570075,0.577083,0.131846,6820,7870,"registered"
"1353",622,"2012-09-13","summer",1,9,0,"Thu",1,1,0.6125,0.579558,0.637083,0.0827208,6750,7804,"registered"
"1354",623,"2012-09-14","summer",1,9,0,"Fri",1,1,0.633333,0.594083,0.6725,0.103863,6630,8009,"registered"
"1355",624,"2012-09-15","summer",1,9,0,"Sat",0,1,0.608333,0.585867,0.501667,0.247521,5554,8714,"registered"
"1356",625,"2012-09-16","summer",1,9,0,"Sun",0,1,0.58,0.563125,0.57,0.0901833,5167,7333,"registered"
"1357",626,"2012-09-17","summer",1,9,0,"Mon",1,2,0.580833,0.55305,0.734583,0.151742,5847,6869,"registered"
"1358",627,"2012-09-18","summer",1,9,0,"Tues",1,2,0.623333,0.565067,0.8725,0.357587,3702,4073,"registered"
"1359",628,"2012-09-19","summer",1,9,0,"Wed",1,1,0.5525,0.540404,0.536667,0.215175,6803,7591,"registered"
"1360",629,"2012-09-20","summer",1,9,0,"Thu",1,1,0.546667,0.532192,0.618333,0.118167,6781,7720,"registered"
"1361",630,"2012-09-21","summer",1,9,0,"Fri",1,1,0.599167,0.571971,0.66875,0.154229,6917,8167,"registered"
"1362",631,"2012-09-22","summer",1,9,0,"Sat",0,1,0.65,0.610488,0.646667,0.283583,5883,8395,"registered"
"1363",632,"2012-09-23","fall",1,9,0,"Sun",0,1,0.529167,0.518933,0.467083,0.223258,5453,7907,"registered"
"1364",633,"2012-09-24","fall",1,9,0,"Mon",1,1,0.514167,0.502513,0.492917,0.142404,6435,7436,"registered"
"1365",634,"2012-09-25","fall",1,9,0,"Tues",1,1,0.55,0.544179,0.57,0.236321,6693,7538,"registered"
"1366",635,"2012-09-26","fall",1,9,0,"Wed",1,1,0.635,0.596613,0.630833,0.2444,6946,7733,"registered"
"1367",636,"2012-09-27","fall",1,9,0,"Thu",1,2,0.65,0.607975,0.690833,0.134342,6642,7393,"registered"
"1368",637,"2012-09-28","fall",1,9,0,"Fri",1,2,0.619167,0.585863,0.69,0.164179,6370,7415,"registered"
"1369",638,"2012-09-29","fall",1,9,0,"Sat",0,1,0.5425,0.530296,0.542917,0.227604,5966,8555,"registered"
"1370",639,"2012-09-30","fall",1,9,0,"Sun",0,1,0.526667,0.517663,0.583333,0.134958,4874,6889,"registered"
"1371",640,"2012-10-01","fall",1,10,0,"Mon",1,2,0.520833,0.512,0.649167,0.0908042,6015,6778,"registered"
"1372",641,"2012-10-02","fall",1,10,0,"Tues",1,3,0.590833,0.542333,0.871667,0.104475,4324,4639,"registered"
"1373",642,"2012-10-03","fall",1,10,0,"Wed",1,2,0.6575,0.599133,0.79375,0.0665458,6844,7572,"registered"
"1374",643,"2012-10-04","fall",1,10,0,"Thu",1,2,0.6575,0.607975,0.722917,0.117546,6437,7328,"registered"
"1375",644,"2012-10-05","fall",1,10,0,"Fri",1,1,0.615,0.580187,0.6275,0.10635,6640,8156,"registered"
"1376",645,"2012-10-06","fall",1,10,0,"Sat",0,1,0.554167,0.538521,0.664167,0.268025,4934,7965,"registered"
"1377",646,"2012-10-07","fall",1,10,0,"Sun",0,2,0.415833,0.419813,0.708333,0.141162,2729,3510,"registered"
"1378",647,"2012-10-08","fall",1,10,1,"Mon",0,2,0.383333,0.387608,0.709583,0.189679,4604,5478,"registered"
"1379",648,"2012-10-09","fall",1,10,0,"Tues",1,2,0.446667,0.438112,0.761667,0.1903,5791,6392,"registered"
"1380",649,"2012-10-10","fall",1,10,0,"Wed",1,1,0.514167,0.503142,0.630833,0.187821,6911,7691,"registered"
"1381",650,"2012-10-11","fall",1,10,0,"Thu",1,1,0.435,0.431167,0.463333,0.181596,6736,7570,"registered"
"1382",651,"2012-10-12","fall",1,10,0,"Fri",1,1,0.4375,0.433071,0.539167,0.235092,6222,7282,"registered"
"1383",652,"2012-10-13","fall",1,10,0,"Sat",0,1,0.393333,0.391396,0.494583,0.146142,4857,7109,"registered"
"1384",653,"2012-10-14","fall",1,10,0,"Sun",0,1,0.521667,0.508204,0.640417,0.278612,4559,6639,"registered"
"1385",654,"2012-10-15","fall",1,10,0,"Mon",1,2,0.561667,0.53915,0.7075,0.296037,5115,5875,"registered"
"1386",655,"2012-10-16","fall",1,10,0,"Tues",1,1,0.468333,0.460846,0.558333,0.182221,6612,7534,"registered"
"1387",656,"2012-10-17","fall",1,10,0,"Wed",1,1,0.455833,0.450108,0.692917,0.101371,6482,7461,"registered"
"1388",657,"2012-10-18","fall",1,10,0,"Thu",1,2,0.5225,0.512625,0.728333,0.236937,6501,7509,"registered"
"1389",658,"2012-10-19","fall",1,10,0,"Fri",1,2,0.563333,0.537896,0.815,0.134954,4671,5424,"registered"
"1390",659,"2012-10-20","fall",1,10,0,"Sat",0,1,0.484167,0.472842,0.572917,0.117537,5284,8090,"registered"
"1391",660,"2012-10-21","fall",1,10,0,"Sun",0,1,0.464167,0.456429,0.51,0.166054,4692,6824,"registered"
"1392",661,"2012-10-22","fall",1,10,0,"Mon",1,1,0.4875,0.482942,0.568333,0.0814833,6228,7058,"registered"
"1393",662,"2012-10-23","fall",1,10,0,"Tues",1,1,0.544167,0.530304,0.641667,0.0945458,6625,7466,"registered"
"1394",663,"2012-10-24","fall",1,10,0,"Wed",1,1,0.5875,0.558721,0.63625,0.0727792,6898,7693,"registered"
"1395",664,"2012-10-25","fall",1,10,0,"Thu",1,2,0.55,0.529688,0.800417,0.124375,6484,7359,"registered"
"1396",665,"2012-10-26","fall",1,10,0,"Fri",1,2,0.545833,0.52275,0.807083,0.132467,6262,7444,"registered"
"1397",666,"2012-10-27","fall",1,10,0,"Sat",0,2,0.53,0.515133,0.72,0.235692,5209,7852,"registered"
"1398",667,"2012-10-28","fall",1,10,0,"Sun",0,2,0.4775,0.467771,0.694583,0.398008,3461,4459,"registered"
"1399",668,"2012-10-29","fall",1,10,0,"Mon",1,3,0.44,0.4394,0.88,0.3582,20,22,"registered"
"1400",669,"2012-10-30","fall",1,10,0,"Tues",1,2,0.318182,0.309909,0.825455,0.213009,1009,1096,"registered"
"1401",670,"2012-10-31","fall",1,10,0,"Wed",1,2,0.3575,0.3611,0.666667,0.166667,5147,5566,"registered"
"1402",671,"2012-11-01","fall",1,11,0,"Thu",1,2,0.365833,0.369942,0.581667,0.157346,5520,5986,"registered"
"1403",672,"2012-11-02","fall",1,11,0,"Fri",1,1,0.355,0.356042,0.522083,0.266175,5229,5847,"registered"
"1404",673,"2012-11-03","fall",1,11,0,"Sat",0,2,0.343333,0.323846,0.49125,0.270529,4109,5138,"registered"
"1405",674,"2012-11-04","fall",1,11,0,"Sun",0,1,0.325833,0.329538,0.532917,0.179108,3906,5107,"registered"
"1406",675,"2012-11-05","fall",1,11,0,"Mon",1,1,0.319167,0.308075,0.494167,0.236325,4881,5259,"registered"
"1407",676,"2012-11-06","fall",1,11,0,"Tues",1,1,0.280833,0.281567,0.567083,0.173513,5220,5686,"registered"
"1408",677,"2012-11-07","fall",1,11,0,"Wed",1,2,0.295833,0.274621,0.5475,0.304108,4709,5035,"registered"
"1409",678,"2012-11-08","fall",1,11,0,"Thu",1,1,0.352174,0.341891,0.333478,0.347835,4975,5315,"registered"
"1410",679,"2012-11-09","fall",1,11,0,"Fri",1,1,0.361667,0.355413,0.540833,0.214558,5283,5992,"registered"
"1411",680,"2012-11-10","fall",1,11,0,"Sat",0,1,0.389167,0.393937,0.645417,0.0578458,4446,6536,"registered"
"1412",681,"2012-11-11","fall",1,11,0,"Sun",0,1,0.420833,0.421713,0.659167,0.1275,4562,6852,"registered"
"1413",682,"2012-11-12","fall",1,11,1,"Mon",0,1,0.485,0.475383,0.741667,0.173517,5172,6269,"registered"
"1414",683,"2012-11-13","fall",1,11,0,"Tues",1,2,0.343333,0.323225,0.662917,0.342046,3767,4094,"registered"
"1415",684,"2012-11-14","fall",1,11,0,"Wed",1,1,0.289167,0.281563,0.552083,0.199625,5122,5495,"registered"
"1416",685,"2012-11-15","fall",1,11,0,"Thu",1,2,0.321667,0.324492,0.620417,0.152987,5125,5445,"registered"
"1417",686,"2012-11-16","fall",1,11,0,"Fri",1,1,0.345,0.347204,0.524583,0.171025,5214,5698,"registered"
"1418",687,"2012-11-17","fall",1,11,0,"Sat",0,1,0.325,0.326383,0.545417,0.179729,4316,5629,"registered"
"1419",688,"2012-11-18","fall",1,11,0,"Sun",0,1,0.3425,0.337746,0.692917,0.227612,3747,4669,"registered"
"1420",689,"2012-11-19","fall",1,11,0,"Mon",1,2,0.380833,0.375621,0.623333,0.235067,5050,5499,"registered"
"1421",690,"2012-11-20","fall",1,11,0,"Tues",1,2,0.374167,0.380667,0.685,0.082725,5100,5634,"registered"
"1422",691,"2012-11-21","fall",1,11,0,"Wed",1,1,0.353333,0.364892,0.61375,0.103246,4531,5146,"registered"
"1423",692,"2012-11-22","fall",1,11,1,"Thu",0,1,0.34,0.350371,0.580417,0.0528708,1470,2425,"registered"
"1424",693,"2012-11-23","fall",1,11,0,"Fri",1,1,0.368333,0.378779,0.56875,0.148021,2307,3910,"registered"
"1425",694,"2012-11-24","fall",1,11,0,"Sat",0,1,0.278333,0.248742,0.404583,0.376871,1745,2277,"registered"
"1426",695,"2012-11-25","fall",1,11,0,"Sun",0,1,0.245833,0.257583,0.468333,0.1505,2115,2424,"registered"
"1427",696,"2012-11-26","fall",1,11,0,"Mon",1,1,0.313333,0.339004,0.535417,0.04665,4750,5087,"registered"
"1428",697,"2012-11-27","fall",1,11,0,"Tues",1,2,0.291667,0.281558,0.786667,0.237562,3836,3959,"registered"
"1429",698,"2012-11-28","fall",1,11,0,"Wed",1,1,0.296667,0.289762,0.50625,0.210821,5062,5260,"registered"
"1430",699,"2012-11-29","fall",1,11,0,"Thu",1,1,0.28087,0.298422,0.555652,0.115522,5080,5323,"registered"
"1431",700,"2012-11-30","fall",1,11,0,"Fri",1,1,0.298333,0.323867,0.649583,0.0584708,5306,5668,"registered"
"1432",701,"2012-12-01","fall",1,12,0,"Sat",0,2,0.298333,0.316904,0.806667,0.0597042,4240,5191,"registered"
"1433",702,"2012-12-02","fall",1,12,0,"Sun",0,2,0.3475,0.359208,0.823333,0.124379,3757,4649,"registered"
"1434",703,"2012-12-03","fall",1,12,0,"Mon",1,1,0.4525,0.455796,0.7675,0.0827208,5679,6234,"registered"
"1435",704,"2012-12-04","fall",1,12,0,"Tues",1,1,0.475833,0.469054,0.73375,0.174129,6055,6606,"registered"
"1436",705,"2012-12-05","fall",1,12,0,"Wed",1,1,0.438333,0.428012,0.485,0.324021,5398,5729,"registered"
"1437",706,"2012-12-06","fall",1,12,0,"Thu",1,1,0.255833,0.258204,0.50875,0.174754,5035,5375,"registered"
"1438",707,"2012-12-07","fall",1,12,0,"Fri",1,2,0.320833,0.321958,0.764167,0.1306,4659,5008,"registered"
"1439",708,"2012-12-08","fall",1,12,0,"Sat",0,2,0.381667,0.389508,0.91125,0.101379,4429,5582,"registered"
"1440",709,"2012-12-09","fall",1,12,0,"Sun",0,2,0.384167,0.390146,0.905417,0.157975,2787,3228,"registered"
"1441",710,"2012-12-10","fall",1,12,0,"Mon",1,2,0.435833,0.435575,0.925,0.190308,4841,5170,"registered"
"1442",711,"2012-12-11","fall",1,12,0,"Tues",1,2,0.353333,0.338363,0.596667,0.296037,5219,5501,"registered"
"1443",712,"2012-12-12","fall",1,12,0,"Wed",1,2,0.2975,0.297338,0.538333,0.162937,5009,5319,"registered"
"1444",713,"2012-12-13","fall",1,12,0,"Thu",1,1,0.295833,0.294188,0.485833,0.174129,5107,5532,"registered"
"1445",714,"2012-12-14","fall",1,12,0,"Fri",1,1,0.281667,0.294192,0.642917,0.131229,5182,5611,"registered"
"1446",715,"2012-12-15","fall",1,12,0,"Sat",0,1,0.324167,0.338383,0.650417,0.10635,4280,5047,"registered"
"1447",716,"2012-12-16","fall",1,12,0,"Sun",0,2,0.3625,0.369938,0.83875,0.100742,3248,3786,"registered"
"1448",717,"2012-12-17","fall",1,12,0,"Mon",1,2,0.393333,0.4015,0.907083,0.0982583,4373,4585,"registered"
"1449",718,"2012-12-18","fall",1,12,0,"Tues",1,1,0.410833,0.409708,0.66625,0.221404,5124,5557,"registered"
"1450",719,"2012-12-19","fall",1,12,0,"Wed",1,1,0.3325,0.342162,0.625417,0.184092,4934,5267,"registered"
"1451",720,"2012-12-20","fall",1,12,0,"Thu",1,2,0.33,0.335217,0.667917,0.132463,3814,4128,"registered"
"1452",721,"2012-12-21","winter",1,12,0,"Fri",1,2,0.326667,0.301767,0.556667,0.374383,3402,3623,"registered"
"1453",722,"2012-12-22","winter",1,12,0,"Sat",0,1,0.265833,0.236113,0.44125,0.407346,1544,1749,"registered"
"1454",723,"2012-12-23","winter",1,12,0,"Sun",0,1,0.245833,0.259471,0.515417,0.133083,1379,1787,"registered"
"1455",724,"2012-12-24","winter",1,12,0,"Mon",1,2,0.231304,0.2589,0.791304,0.0772304,746,920,"registered"
"1456",725,"2012-12-25","winter",1,12,1,"Tues",0,2,0.291304,0.294465,0.734783,0.168726,573,1013,"registered"
"1457",726,"2012-12-26","winter",1,12,0,"Wed",1,3,0.243333,0.220333,0.823333,0.316546,432,441,"registered"
"1458",727,"2012-12-27","winter",1,12,0,"Thu",1,2,0.254167,0.226642,0.652917,0.350133,1867,2114,"registered"
"1459",728,"2012-12-28","winter",1,12,0,"Fri",1,2,0.253333,0.255046,0.59,0.155471,2451,3095,"registered"
"1460",729,"2012-12-29","winter",1,12,0,"Sat",0,2,0.253333,0.2424,0.752917,0.124383,1182,1341,"registered"
"1461",730,"2012-12-30","winter",1,12,0,"Sun",0,1,0.255833,0.2317,0.483333,0.350754,1432,1796,"registered"
"1462",731,"2012-12-31","winter",1,12,0,"Mon",1,2,0.215833,0.223487,0.5775,0.154846,2290,2729,"registered"
